sample,timestamp,cpu_util,mem_util,network_rx,log_error_rate,trace_latency_ms,trace_error_pct,missing_features
1,2026-08-27T01:27:52Z,0.13126215660681473,2268.9296875,50.02075216450841,2.525,1.1032150837988826,0.0,
2,2026-08-27T01:28:53Z,0.1451240260291944,2195.6484375,41.55391148757761,2.441666666666667,1.5465709677419355,0.0,
3,2026-08-27T01:29:53Z,0.13711146138499705,2183.63671875,50.443911569142756,2.275,1.4997020725388601,0.0,
4,2026-08-27T01:30:54Z,0.14919977765755446,2221.3828125,52.9223016692225,2.2333333333333334,1.745438805970149,0.0,
5,2026-08-27T01:31:54Z,0.14910856211675452,2221.625,54.88582929004072,2.2333333333333334,1.3867807486631014,0.0,
6,2026-08-27T01:32:55Z,0.1442016190210272,2241.61328125,45.50506677334444,2.3583333333333334,1.1877110552763819,0.0,
7,2026-08-27T01:33:55Z,0.13546744855753623,2248.4609375,44.67181916174161,2.3583333333333334,1.279118483412322,0.0,
8,2026-08-27T01:34:56Z,0.1343882767173129,2256.35546875,46.82543702404903,2.1166666666666667,1.362271186440678,0.0,
9,2026-08-27T01:35:56Z,0.12427805455306984,2274.1328125,32.40570326125224,2.575,1.6360888888888887,0.0,
10,2026-08-27T01:36:57Z,0.14818506012897875,2284.60546875,45.53749969534166,2.4166666666666665,1.1747936962750716,0.0,
11,2026-08-27T01:37:58Z,0.1474660768682397,2284.1328125,42.774698465789896,2.2333333333333334,4.394826979472141,0.0,
12,2026-08-27T01:38:58Z,0.14923203297960821,2306.8125,44.855080694060284,2.225,1.105946327683616,0.0,
13,2026-08-27T01:39:59Z,0.12743099259508495,2336.3046875,47.347405498057306,2.475,1.1658238993710692,0.0,
14,2026-08-27T01:41:00Z,0.1443238905757531,2338.53125,49.20740151837798,2.375,1.2429058524173027,0.0,
15,2026-08-27T01:42:01Z,0.13534826900475797,2352.1875,47.97167141316873,2.2333333333333334,1.1452871287128714,0.0,
16,2026-08-27T01:43:01Z,0.14975449617426012,2344.85546875,43.29847987552166,2.658333333333333,1.2153057142857144,0.0,
17,2026-08-27T01:44:02Z,0.13767620951524503,2312.56640625,42.233408476173814,2.625,1.683411214953271,0.0,
18,2026-08-27T01:45:03Z,0.13710068871969616,2309.01171875,42.85156935901979,2.8333333333333335,1.3774945054945056,0.0,
19,2026-08-27T01:46:04Z,0.1494030086857622,2346.125,44.04182129822851,2.7,1.3189250645994832,0.0,
20,2026-08-27T01:47:05Z,0.14187248402356703,2350.4140625,44.403758453138835,2.6,1.8632075471698113,0.0,
21,2026-08-27T01:48:06Z,0.1447498416730812,2316.953125,39.834172803144504,2.658333333333333,1.313756906077348,0.0,
22,2026-08-27T01:49:06Z,0.14391400856928876,2322.12890625,42.67496822468212,2.4583333333333335,1.3813240506329114,0.0,
23,2026-08-27T01:50:07Z,0.16009024603677574,2328.9453125,49.23784775912166,2.533333333333333,1.461051075268817,0.0,
24,2026-08-27T01:51:08Z,0.15146020899260298,2322.890625,41.777008852388725,2.6666666666666665,1.2706810810810811,0.0,
25,2026-08-27T01:52:09Z,0.1680074131156315,2325.078125,55.753276811178765,2.625,1.3713809523809524,0.0,
26,2026-08-27T01:53:10Z,0.142479529023464,2326.8515625,46.49161413875148,2.55,1.3572097902097904,0.0,
27,2026-08-27T01:54:11Z,0.14941205318493397,2322.55078125,47.07728821039064,2.7,1.6909405594405595,0.0,
28,2026-08-27T01:55:12Z,0.15182204172626465,2296.359375,51.06644740257757,2.725,1.0819516539440204,0.0,
29,2026-08-27T01:56:13Z,0.1696190375419898,2132.2578125,46.21420755367518,2.4916666666666667,0.44274509803921563,0.5098039215686274,
30,2026-08-27T01:57:14Z,0.1531321616930964,2281.8828125,37.39832178443658,2.8666666666666667,1.4594024767801859,0.0,
