sample,timestamp,cpu_util,mem_util,network_rx,log_error_rate,trace_latency_ms,trace_error_pct,missing_features
1,2026-08-27T06:48:16Z,0.13682656692642245,2194.2734375,41.06359857012952,2.4583333333333335,1.1688717105263158,0.0,
2,2026-08-27T06:49:16Z,0.14199161209819947,2146.55078125,45.925765668717425,2.533333333333333,1.3721366279069767,0.0,
3,2026-08-27T06:50:16Z,0.11716934632078412,2132.1328125,47.63882477946821,2.5166666666666666,1.2744969325153375,0.0,
4,2026-08-27T06:51:16Z,0.13544555778975723,2150.01953125,39.335026497515884,2.5833333333333335,4.0330161725067395,0.0,
5,2026-08-27T06:52:16Z,0.1383181290776688,2127.7578125,42.06244247239875,2.8666666666666667,1.0165785953177258,0.0,
6,2026-08-27T06:53:16Z,0.10938483598592226,2131.5,42.26850637935854,2.841666666666667,2.05573717948718,0.0,
7,2026-08-27T06:54:16Z,0.1466301582454669,2184.24609375,39.40457983554747,2.6666666666666665,1.1494112903225806,0.0,
8,2026-08-27T06:55:16Z,0.13039364493788155,2185.25,40.88113757774598,2.45,1.2970592783505155,0.0,
9,2026-08-27T06:56:16Z,0.14083140763713461,2140.01171875,39.51026481350732,2.691666666666667,1.6321758241758244,0.0,
10,2026-08-27T06:57:16Z,0.18585825562614314,2123.2734375,41.00885817239323,2.5166666666666666,2.7371062670299726,0.0,
11,2026-08-27T06:58:16Z,0.14362694323177763,2139.08203125,48.72670941753678,2.816666666666667,0.9542478386167148,0.0,
12,2026-08-27T06:59:16Z,0.10850679010967676,2121.984375,38.24616381106353,2.575,0.8746191780821918,0.0,
13,2026-08-27T07:00:16Z,0.14316416502648951,2132.45703125,46.6833393130572,2.5,1.0362393162393162,0.0,
14,2026-08-27T07:01:16Z,0.1509704039861529,2138.83203125,45.22167582884522,2.6,0.0,0.0,
15,2026-08-27T07:02:16Z,0.15552309759824565,2232.15625,48.904682797992706,2.5416666666666665,1.0618341708542713,0.0,
16,2026-08-27T07:03:16Z,0.1391989528974565,2229.95703125,50.514735709290925,2.3583333333333334,8.669686111111112,0.0,
17,2026-08-27T07:04:16Z,0.15872834679980383,2234.27734375,49.623819271962056,2.4,1.4398698412698412,0.0,
18,2026-08-27T07:05:16Z,0.13297664736410758,2243.734375,45.00677674282868,2.6083333333333334,1.2698905325443788,0.0,
19,2026-08-27T07:06:16Z,0.14742067945011791,2243.46484375,47.479092920391984,2.4583333333333335,1.4367198697068404,0.0,
20,2026-08-27T07:07:16Z,0.1588122956612228,2252.0390625,50.22978106088665,2.2666666666666666,1.4436501547987615,0.0,
21,2026-08-27T07:08:16Z,0.15521874943824654,2250.765625,47.65041192829995,2.4583333333333335,1.454114705882353,0.0,
22,2026-08-27T07:09:16Z,0.1536278612137061,2260.265625,51.71744154251718,2.725,1.0272682926829266,0.0,
23,2026-08-27T07:10:16Z,0.20556256645913296,2267.98828125,49.78439367291232,2.4833333333333334,4.743375706214689,0.0,
24,2026-08-27T07:11:16Z,0.2078003495719478,2252.85546875,36.943655514169514,2.425,1.9417623762376237,0.0,
25,2026-08-27T07:12:16Z,0.16377298033522944,2253.04296875,41.50169024862182,2.7083333333333335,1.7624177545691908,0.0,
26,2026-08-27T07:13:16Z,0.14680322181521083,2263.23046875,45.56544994835191,2.575,1.1096046511627906,0.0,
27,2026-08-27T07:14:16Z,0.1366205958000316,2265.375,49.10086913598562,2.433333333333333,1.3010232558139536,0.0,
28,2026-08-27T07:15:16Z,0.1370657207334729,2267.57421875,45.2961679470222,2.4833333333333334,1.3001412742382272,0.0,
29,2026-08-27T07:16:16Z,0.14211689160411362,2277.0,47.59269317718083,2.4583333333333335,1.4527147540983605,0.0,
30,2026-08-27T07:17:16Z,0.1397324776447159,2272.90625,50.94290560491578,2.591666666666667,1.3289183098591548,0.0,
31,2026-08-27T07:18:16Z,0.1519224547327697,2269.09765625,45.09235116401494,2.6333333333333333,1.4192957317073172,0.0,
32,2026-08-27T07:19:16Z,0.14397786090844725,2272.39453125,45.17191419353024,2.675,1.0396096938775512,0.0,
33,2026-08-27T07:20:16Z,0.155615831883316,2275.69140625,53.79850259515788,2.558333333333333,1.4354748603351954,0.0,
34,2026-08-27T07:21:16Z,0.14671661747398992,2277.00390625,47.05907076234236,2.3333333333333335,1.4505284974093264,0.0,
35,2026-08-27T07:22:16Z,0.12249174848419152,2281.98046875,47.180719482834604,2.533333333333333,0.9240862619808305,0.0,
36,2026-08-27T07:23:16Z,0.13402370158124383,2284.63671875,44.13252680514425,2.8333333333333335,1.5153487031700288,0.0,
37,2026-08-27T07:24:16Z,0.15141342491046123,2296.62109375,55.153740610168086,2.775,1.197920731707317,0.0,
38,2026-08-27T07:25:16Z,0.1536426180676483,2287.015625,49.12758596877995,2.566666666666667,1.2908092485549134,0.0,
39,2026-08-27T07:26:16Z,0.14588521421182707,2278.1015625,38.40606512550738,2.4583333333333335,1.0402431693989072,0.0,
40,2026-08-27T07:27:16Z,0.12457137375944197,2284.0859375,44.57659873734537,2.7083333333333335,1.3804349112426038,0.0,
41,2026-08-27T07:28:16Z,0.12012335765883644,2286.85546875,41.577184276544095,2.566666666666667,1.329524844720497,0.0,
